,0,Ed,Ed_Matrix,Str1,Str2,comptime,ref
0,1512132217.058637,,,,,,
1,b,,,,,,
2,b,,,,,,
3,0,,,,,,
4,"[[ 0.  1.]
 [ 1.  0.]]",,,,,,
5,0.003651142120361328,,,,,,
0,1512132217.07259,,,,,,
1,z,,,,,,
2,vm,,,,,,
3,2,,,,,,
4,"[[ 0.  1.  2.]
 [ 1.  1.  2.]]",,,,,,
5,0.003693819046020508,,,,,,
0,1512132217.086293,,,,,,
1,p,,,,,,
2,bqq,,,,,,
3,3,,,,,,
4,"[[ 0.  1.  2.  3.]
 [ 1.  1.  2.  3.]]",,,,,,
5,0.0033979415893554688,,,,,,
0,1512132217.100183,,,,,,
1,r,,,,,,
2,qvfb,,,,,,
3,4,,,,,,
4,"[[ 0.  1.  2.  3.  4.]
 [ 1.  1.  2.  3.  4.]]",,,,,,
5,0.003392934799194336,,,,,,
0,1512132217.113872,,,,,,
1,q,,,,,,
2,rmqzl,,,,,,
3,4,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.]
 [ 1.  1.  2.  2.  3.  4.]]",,,,,,
5,0.003468036651611328,,,,,,
0,1512132217.127009,,,,,,
1,j,,,,,,
2,eaivbk,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.]
 [ 1.  1.  2.  3.  4.  5.  6.]]",,,,,,
5,0.0035300254821777344,,,,,,
0,1512132217.140217,,,,,,
1,h,,,,,,
2,lueychd,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.]
 [ 1.  1.  2.  3.  4.  5.  5.  6.]]",,,,,,
5,0.0036449432373046875,,,,,,
0,1512132217.153267,,,,,,
1,l,,,,,,
2,jhiykbzr,,,,,,
3,8,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.]]",,,,,,
5,0.0033791065216064453,,,,,,
0,1512132217.165992,,,,,,
1,k,,,,,,
2,aemkdtake,,,,,,
3,8,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 1.  1.  2.  3.  3.  4.  5.  6.  7.  8.]]",,,,,,
5,0.0035219192504882812,,,,,,
0,1512132217.179899,,,,,,
1,tv,,,,,,
2,t,,,,,,
3,1,,,,,,
4,"[[ 0.  1.]
 [ 1.  0.]
 [ 2.  1.]]",,,,,,
5,0.003654003143310547,,,,,,
0,1512132217.193601,,,,,,
1,yi,,,,,,
2,cv,,,,,,
3,2,,,,,,
4,"[[ 0.  1.  2.]
 [ 1.  1.  2.]
 [ 2.  2.  2.]]",,,,,,
5,0.003698110580444336,,,,,,
0,1512132217.208196,,,,,,
1,qg,,,,,,
2,imt,,,,,,
3,3,,,,,,
4,"[[ 0.  1.  2.  3.]
 [ 1.  1.  2.  3.]
 [ 2.  2.  2.  3.]]",,,,,,
5,0.005273103713989258,,,,,,
0,1512132217.225065,,,,,,
1,do,,,,,,
2,dzwb,,,,,,
3,3,,,,,,
4,"[[ 0.  1.  2.  3.  4.]
 [ 1.  0.  1.  2.  3.]
 [ 2.  1.  1.  2.  3.]]",,,,,,
5,0.00598907470703125,,,,,,
0,1512132217.240207,,,,,,
1,ws,,,,,,
2,ppuvl,,,,,,
3,5,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.]
 [ 1.  1.  2.  3.  4.  5.]
 [ 2.  2.  2.  3.  4.  5.]]",,,,,,
5,0.003409147262573242,,,,,,
0,1512132217.252481,,,,,,
1,jb,,,,,,
2,oksuit,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.]
 [ 1.  1.  2.  3.  4.  5.  6.]
 [ 2.  2.  2.  3.  4.  5.  6.]]",,,,,,
5,0.003400087356567383,,,,,,
0,1512132217.264233,,,,,,
1,lp,,,,,,
2,jhicvxd,,,,,,
3,7,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.]]",,,,,,
5,0.003838777542114258,,,,,,
0,1512132217.27819,,,,,,
1,ug,,,,,,
2,xagffndn,,,,,,
3,7,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 2.  2.  2.  2.  3.  4.  5.  6.  7.]]",,,,,,
5,0.004739999771118164,,,,,,
0,1512132217.293519,,,,,,
1,vk,,,,,,
2,zytougvoc,,,,,,
3,8,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 1.  1.  2.  3.  4.  5.  6.  6.  7.  8.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  7.  8.]]",,,,,,
5,0.004042863845825195,,,,,,
0,1512132217.307917,,,,,,
1,tqh,,,,,,
2,h,,,,,,
3,2,,,,,,
4,"[[ 0.  1.]
 [ 1.  1.]
 [ 2.  2.]
 [ 3.  2.]]",,,,,,
5,0.004742860794067383,,,,,,
0,1512132217.321855,,,,,,
1,mzf,,,,,,
2,tg,,,,,,
3,3,,,,,,
4,"[[ 0.  1.  2.]
 [ 1.  1.  2.]
 [ 2.  2.  2.]
 [ 3.  3.  3.]]",,,,,,
5,0.0037178993225097656,,,,,,
0,1512132217.33523,,,,,,
1,yey,,,,,,
2,fpv,,,,,,
3,3,,,,,,
4,"[[ 0.  1.  2.  3.]
 [ 1.  1.  2.  3.]
 [ 2.  2.  2.  3.]
 [ 3.  3.  3.  3.]]",,,,,,
5,0.00415492057800293,,,,,,
0,1512132217.349884,,,,,,
1,yva,,,,,,
2,hvlg,,,,,,
3,3,,,,,,
4,"[[ 0.  1.  2.  3.  4.]
 [ 1.  1.  2.  3.  4.]
 [ 2.  2.  1.  2.  3.]
 [ 3.  3.  2.  2.  3.]]",,,,,,
5,0.004442930221557617,,,,,,
0,1512132217.365165,,,,,,
1,cfu,,,,,,
2,hdish,,,,,,
3,5,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.]
 [ 1.  1.  2.  3.  4.  5.]
 [ 2.  2.  2.  3.  4.  5.]
 [ 3.  3.  3.  3.  4.  5.]]",,,,,,
5,0.004220008850097656,,,,,,
0,1512132217.381532,,,,,,
1,per,,,,,,
2,bfcigd,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.]
 [ 1.  1.  2.  3.  4.  5.  6.]
 [ 2.  2.  2.  3.  4.  5.  6.]
 [ 3.  3.  3.  3.  4.  5.  6.]]",,,,,,
5,0.0058040618896484375,,,,,,
0,1512132217.39847,,,,,,
1,wnh,,,,,,
2,tyyfhvz,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.]
 [ 3.  3.  3.  3.  4.  4.  5.  6.]]",,,,,,
5,0.005151033401489258,,,,,,
0,1512132217.413212,,,,,,
1,uuy,,,,,,
2,dsjcamsn,,,,,,
3,8,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  8.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.  8.]]",,,,,,
5,0.0035049915313720703,,,,,,
0,1512132217.426673,,,,,,
1,vyh,,,,,,
2,jmykoskbt,,,,,,
3,8,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 2.  2.  2.  2.  3.  4.  5.  6.  7.  8.]
 [ 3.  3.  3.  3.  3.  4.  5.  6.  7.  8.]]",,,,,,
5,0.003448009490966797,,,,,,
0,1512132217.441656,,,,,,
1,tfjl,,,,,,
2,g,,,,,,
3,4,,,,,,
4,"[[ 0.  1.]
 [ 1.  1.]
 [ 2.  2.]
 [ 3.  3.]
 [ 4.  4.]]",,,,,,
5,0.003410816192626953,,,,,,
0,1512132217.453481,,,,,,
1,fzsp,,,,,,
2,gq,,,,,,
3,4,,,,,,
4,"[[ 0.  1.  2.]
 [ 1.  1.  2.]
 [ 2.  2.  2.]
 [ 3.  3.  3.]
 [ 4.  4.  4.]]",,,,,,
5,0.0034461021423339844,,,,,,
0,1512132217.465526,,,,,,
1,qlfj,,,,,,
2,qfg,,,,,,
3,2,,,,,,
4,"[[ 0.  1.  2.  3.]
 [ 1.  0.  1.  2.]
 [ 2.  1.  1.  2.]
 [ 3.  2.  1.  2.]
 [ 4.  3.  2.  2.]]",,,,,,
5,0.003412961959838867,,,,,,
0,1512132217.47849,,,,,,
1,bwok,,,,,,
2,oqht,,,,,,
3,4,,,,,,
4,"[[ 0.  1.  2.  3.  4.]
 [ 1.  1.  2.  3.  4.]
 [ 2.  2.  2.  3.  4.]
 [ 3.  2.  3.  3.  4.]
 [ 4.  3.  3.  4.  4.]]",,,,,,
