,0,Ed,Ed_Matrix,Str1,Str2,comptime,ref
0,1512132352.103407,,,,,,
1,l,,,,,,
2,i,,,,,,
3,1,,,,,,
4,"[[ 0.  1.]
 [ 1.  1.]]",,,,,,
5,0.006623983383178711,,,,,,
0,1512132352.120716,,,,,,
1,w,,,,,,
2,lh,,,,,,
3,2,,,,,,
4,"[[ 0.  1.  2.]
 [ 1.  1.  2.]]",,,,,,
5,0.004133939743041992,,,,,,
0,1512132352.133473,,,,,,
1,u,,,,,,
2,sgf,,,,,,
3,3,,,,,,
4,"[[ 0.  1.  2.  3.]
 [ 1.  1.  2.  3.]]",,,,,,
5,0.0036001205444335938,,,,,,
0,1512132352.145555,,,,,,
1,k,,,,,,
2,zauj,,,,,,
3,4,,,,,,
4,"[[ 0.  1.  2.  3.  4.]
 [ 1.  1.  2.  3.  4.]]",,,,,,
5,0.00347900390625,,,,,,
0,1512132352.157114,,,,,,
1,v,,,,,,
2,opycp,,,,,,
3,5,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.]
 [ 1.  1.  2.  3.  4.  5.]]",,,,,,
5,0.0033180713653564453,,,,,,
0,1512132352.168738,,,,,,
1,l,,,,,,
2,qkxzcb,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.]
 [ 1.  1.  2.  3.  4.  5.  6.]]",,,,,,
5,0.0033941268920898438,,,,,,
0,1512132352.180465,,,,,,
1,c,,,,,,
2,cuknwyz,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.]
 [ 1.  0.  1.  2.  3.  4.  5.  6.]]",,,,,,
5,0.003520965576171875,,,,,,
0,1512132352.19235,,,,,,
1,z,,,,,,
2,ibdlwmys,,,,,,
3,8,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.]]",,,,,,
5,0.00351715087890625,,,,,,
0,1512132352.204382,,,,,,
1,r,,,,,,
2,jxxdakhuc,,,,,,
3,9,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.  9.]]",,,,,,
5,0.0034160614013671875,,,,,,
0,1512132352.216619,,,,,,
1,ha,,,,,,
2,j,,,,,,
3,2,,,,,,
4,"[[ 0.  1.]
 [ 1.  1.]
 [ 2.  2.]]",,,,,,
5,0.0033109188079833984,,,,,,
0,1512132352.228119,,,,,,
1,gd,,,,,,
2,db,,,,,,
3,2,,,,,,
4,"[[ 0.  1.  2.]
 [ 1.  1.  2.]
 [ 2.  1.  2.]]",,,,,,
5,0.0033490657806396484,,,,,,
0,1512132352.239833,,,,,,
1,gi,,,,,,
2,lad,,,,,,
3,3,,,,,,
4,"[[ 0.  1.  2.  3.]
 [ 1.  1.  2.  3.]
 [ 2.  2.  2.  3.]]",,,,,,
5,0.003313779830932617,,,,,,
0,1512132352.252582,,,,,,
1,ag,,,,,,
2,wapt,,,,,,
3,3,,,,,,
4,"[[ 0.  1.  2.  3.  4.]
 [ 1.  1.  1.  2.  3.]
 [ 2.  2.  2.  2.  3.]]",,,,,,
5,0.0035660266876220703,,,,,,
0,1512132352.266216,,,,,,
1,rf,,,,,,
2,pufdg,,,,,,
3,4,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.]
 [ 1.  1.  2.  3.  4.  5.]
 [ 2.  2.  2.  2.  3.  4.]]",,,,,,
5,0.003933906555175781,,,,,,
0,1512132352.283273,,,,,,
1,rw,,,,,,
2,tjghfx,,,,,,
3,6,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.]
 [ 1.  1.  2.  3.  4.  5.  6.]
 [ 2.  2.  2.  3.  4.  5.  6.]]",,,,,,
5,0.004739999771118164,,,,,,
0,1512132352.296894,,,,,,
1,hk,,,,,,
2,nfypugu,,,,,,
3,7,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.]]",,,,,,
5,0.0034630298614501953,,,,,,
0,1512132352.309334,,,,,,
1,sw,,,,,,
