,0,Ed,Ed_Matrix,Str1,Str2,comptime,ref
0,1512132436.546717,,,,,,
1,o,,,,,,
2,k,,,,,,
3,1,,,,,,
4,"[[ 0.  1.]
 [ 1.  1.]]",,,,,,
5,0.003573179244995117,,,,,,
0,1512132436.558951,,,,,,
1,p,,,,,,
2,mt,,,,,,
3,2,,,,,,
4,"[[ 0.  1.  2.]
 [ 1.  1.  2.]]",,,,,,
5,0.0037000179290771484,,,,,,
0,1512132436.570651,,,,,,
1,z,,,,,,
2,wrt,,,,,,
3,3,,,,,,
4,"[[ 0.  1.  2.  3.]
 [ 1.  1.  2.  3.]]",,,,,,
5,0.0033609867095947266,,,,,,
0,1512132436.582098,,,,,,
1,o,,,,,,
2,nkgz,,,,,,
3,4,,,,,,
4,"[[ 0.  1.  2.  3.  4.]
 [ 1.  1.  2.  3.  4.]]",,,,,,
5,0.0033659934997558594,,,,,,
0,1512132436.593288,,,,,,
1,n,,,,,,
2,xkqon,,,,,,
3,4,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.]
 [ 1.  1.  2.  3.  4.  4.]]",,,,,,
5,0.0035130977630615234,,,,,,
0,1512132436.604594,,,,,,
1,g,,,,,,
2,lfgtlc,,,,,,
3,5,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.]
 [ 1.  1.  2.  2.  3.  4.  5.]]",,,,,,
5,0.003734111785888672,,,,,,
0,1512132436.618516,,,,,,
1,b,,,,,,
2,gsxglgz,,,,,,
3,7,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.]]",,,,,,
5,0.004130125045776367,,,,,,
0,1512132436.630793,,,,,,
1,w,,,,,,
2,pqfxswce,,,,,,
3,7,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 1.  1.  2.  3.  4.  5.  5.  6.  7.]]",,,,,,
5,0.003423929214477539,,,,,,
0,1512132436.642205,,,,,,
1,r,,,,,,
2,zyqbncsfa,,,,,,
3,9,,,,,,
4,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.  9.]]",,,,,,
5,0.003551006317138672,,,,,,
0,1512132436.653977,,,,,,
1,as,,,,,,
2,o,,,,,,
3,2,,,,,,
4,"[[ 0.  1.]
 [ 1.  1.]
 [ 2.  2.]]",,,,,,
5,0.00341796875,,,,,,
0,1512132436.664993,,,,,,
1,ib,,,,,,
2,ql,,,,,,
3,2,,,,,,
4,"[[ 0.  1.  2.]
 [ 1.  1.  2.]
 [ 2.  2.  2.]]",,,,,,
5,0.003504037857055664,,,,,,
0,1512132436.676371,,,,,,
1,kt,,,,,,
2,caa,,,,,,
3,3,,,,,,
4,"[[ 0.  1.  2.  3.]
 [ 1.  1.  2.  3.]
 [ 2.  2.  2.  3.]]",,,,,,
5,0.0034530162811279297,,,,,,
0,1512132436.687733,,,,,,
1,uz,,,,,,
2,irvy,,,,,,
3,4,,,,,,
