,0,Ed,Ed_Matrix,Str1,Str2,comptime,ref
0,1512139534.213725,,,,,,
1,c,,,,,,
2,m,,,,,,
3,1,,,,,,
4,"[[ 0.  1.]
 [ 1.  1.]]",,,,,,
5,0.003618955612182617,,,,,,
6,1512139534.226096,,,,,,
7,t,,,,,,
8,oy,,,,,,
9,2,,,,,,
10,"[[ 0.  1.  2.]
 [ 1.  1.  2.]]",,,,,,
11,0.003712177276611328,,,,,,
12,1512139534.237167,,,,,,
13,q,,,,,,
14,doo,,,,,,
15,3,,,,,,
16,"[[ 0.  1.  2.  3.]
 [ 1.  1.  2.  3.]]",,,,,,
17,0.0037050247192382812,,,,,,
18,1512139534.249324,,,,,,
19,y,,,,,,
20,vdgz,,,,,,
21,4,,,,,,
22,"[[ 0.  1.  2.  3.  4.]
 [ 1.  1.  2.  3.  4.]]",,,,,,
23,0.003670930862426758,,,,,,
24,1512139534.261457,,,,,,
25,d,,,,,,
26,cwqtp,,,,,,
27,5,,,,,,
28,"[[ 0.  1.  2.  3.  4.  5.]
 [ 1.  1.  2.  3.  4.  5.]]",,,,,,
29,0.003662109375,,,,,,
30,1512139534.272841,,,,,,
31,u,,,,,,
32,bbzkyb,,,,,,
33,6,,,,,,
34,"[[ 0.  1.  2.  3.  4.  5.  6.]
 [ 1.  1.  2.  3.  4.  5.  6.]]",,,,,,
35,0.0035169124603271484,,,,,,
36,1512139534.284065,,,,,,
37,r,,,,,,
38,xiubjqr,,,,,,
39,6,,,,,,
40,"[[ 0.  1.  2.  3.  4.  5.  6.  7.]
 [ 1.  1.  2.  3.  4.  5.  6.  6.]]",,,,,,
41,0.003757953643798828,,,,,,
42,1512139534.295855,,,,,,
43,a,,,,,,
44,xodgtnul,,,,,,
45,8,,,,,,
46,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.]]",,,,,,
47,0.003545045852661133,,,,,,
48,1512139534.307478,,,,,,
49,h,,,,,,
50,omlhsgbgv,,,,,,
51,8,,,,,,
52,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 1.  1.  2.  3.  3.  4.  5.  6.  7.  8.]]",,,,,,
53,0.003564119338989258,,,,,,
54,1512139534.320211,,,,,,
55,sy,,,,,,
56,u,,,,,,
57,2,,,,,,
58,"[[ 0.  1.]
 [ 1.  1.]
 [ 2.  2.]]",,,,,,
59,0.003400087356567383,,,,,,
60,1512139534.331398,,,,,,
61,ik,,,,,,
62,im,,,,,,
63,1,,,,,,
64,"[[ 0.  1.  2.]
 [ 1.  0.  1.]
 [ 2.  1.  1.]]",,,,,,
65,0.0034999847412109375,,,,,,
66,1512139534.343386,,,,,,
67,kz,,,,,,
68,unc,,,,,,
69,3,,,,,,
70,"[[ 0.  1.  2.  3.]
 [ 1.  1.  2.  3.]
 [ 2.  2.  2.  3.]]",,,,,,
71,0.0035860538482666016,,,,,,
72,1512139534.355216,,,,,,
73,gz,,,,,,
74,jvlz,,,,,,
75,3,,,,,,
76,"[[ 0.  1.  2.  3.  4.]
 [ 1.  1.  2.  3.  4.]
 [ 2.  2.  2.  3.  3.]]",,,,,,
77,0.003812074661254883,,,,,,
78,1512139534.367269,,,,,,
79,gq,,,,,,
80,smdix,,,,,,
81,5,,,,,,
82,"[[ 0.  1.  2.  3.  4.  5.]
 [ 1.  1.  2.  3.  4.  5.]
 [ 2.  2.  2.  3.  4.  5.]]",,,,,,
83,0.003640890121459961,,,,,,
84,1512139534.380808,,,,,,
85,bm,,,,,,
86,ddfbjy,,,,,,
87,5,,,,,,
88,"[[ 0.  1.  2.  3.  4.  5.  6.]
 [ 1.  1.  2.  3.  3.  4.  5.]
 [ 2.  2.  2.  3.  4.  4.  5.]]",,,,,,
89,0.0052068233489990234,,,,,,
90,1512139534.396553,,,,,,
91,ti,,,,,,
92,joptksw,,,,,,
93,6,,,,,,
94,"[[ 0.  1.  2.  3.  4.  5.  6.  7.]
 [ 1.  1.  2.  3.  3.  4.  5.  6.]
 [ 2.  2.  2.  3.  4.  4.  5.  6.]]",,,,,,
95,0.0037848949432373047,,,,,,
96,1512139534.411998,,,,,,
97,oy,,,,,,
98,cydtqiwr,,,,,,
99,7,,,,,,
