,0,Ed,Ed_Matrix,Str1,Str2,comptime,ref
0,1512133061.033329,,,,,,
1,e,,,,,,
2,a,,,,,,
3,1,,,,,,
4,"[[ 0.  1.]
 [ 1.  1.]]",,,,,,
5,0.0036449432373046875,,,,,,
6,1512133061.046023,,,,,,
7,g,,,,,,
8,tc,,,,,,
9,2,,,,,,
10,"[[ 0.  1.  2.]
 [ 1.  1.  2.]]",,,,,,
11,0.0037240982055664062,,,,,,
12,1512133061.057508,,,,,,
13,w,,,,,,
14,mnr,,,,,,
15,3,,,,,,
16,"[[ 0.  1.  2.  3.]
 [ 1.  1.  2.  3.]]",,,,,,
17,0.003432035446166992,,,,,,
18,1512133061.068641,,,,,,
19,t,,,,,,
20,utav,,,,,,
21,3,,,,,,
22,"[[ 0.  1.  2.  3.  4.]
 [ 1.  1.  1.  2.  3.]]",,,,,,
23,0.0034940242767333984,,,,,,
24,1512133061.079939,,,,,,
25,u,,,,,,
26,smslf,,,,,,
27,5,,,,,,
28,"[[ 0.  1.  2.  3.  4.  5.]
 [ 1.  1.  2.  3.  4.  5.]]",,,,,,
29,0.0038101673126220703,,,,,,
30,1512133061.095685,,,,,,
31,j,,,,,,
32,nwkwid,,,,,,
33,6,,,,,,
34,"[[ 0.  1.  2.  3.  4.  5.  6.]
 [ 1.  1.  2.  3.  4.  5.  6.]]",,,,,,
35,0.00498509407043457,,,,,,
36,1512133061.111516,,,,,,
37,y,,,,,,
38,lalhrcf,,,,,,
39,7,,,,,,
40,"[[ 0.  1.  2.  3.  4.  5.  6.  7.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.]]",,,,,,
41,0.0057220458984375,,,,,,
42,1512133061.127331,,,,,,
43,k,,,,,,
44,urqnzjnm,,,,,,
45,8,,,,,,
46,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.]]",,,,,,
47,0.004042863845825195,,,,,,
48,1512133061.140554,,,,,,
49,p,,,,,,
50,oqtpitqdf,,,,,,
51,8,,,,,,
52,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 1.  1.  2.  3.  3.  4.  5.  6.  7.  8.]]",,,,,,
53,0.003426074981689453,,,,,,
54,1512133061.153547,,,,,,
55,ys,,,,,,
56,d,,,,,,
57,2,,,,,,
58,"[[ 0.  1.]
 [ 1.  1.]
 [ 2.  2.]]",,,,,,
59,0.003660917282104492,,,,,,
60,1512133061.165487,,,,,,
61,nv,,,,,,
62,fv,,,,,,
63,1,,,,,,
64,"[[ 0.  1.  2.]
 [ 1.  1.  2.]
 [ 2.  2.  1.]]",,,,,,
65,0.003468036651611328,,,,,,
66,1512133061.177377,,,,,,
67,qg,,,,,,
68,rar,,,,,,
69,3,,,,,,
70,"[[ 0.  1.  2.  3.]
 [ 1.  1.  2.  3.]
 [ 2.  2.  2.  3.]]",,,,,,
71,0.0035049915313720703,,,,,,
72,1512133061.189429,,,,,,
73,bk,,,,,,
74,czwv,,,,,,
75,4,,,,,,
76,"[[ 0.  1.  2.  3.  4.]
 [ 1.  1.  2.  3.  4.]
 [ 2.  2.  2.  3.  4.]]",,,,,,
77,0.0037250518798828125,,,,,,
78,1512133061.201815,,,,,,
79,ni,,,,,,
80,jmaux,,,,,,
81,5,,,,,,
82,"[[ 0.  1.  2.  3.  4.  5.]
 [ 1.  1.  2.  3.  4.  5.]
 [ 2.  2.  2.  3.  4.  5.]]",,,,,,
83,0.0034410953521728516,,,,,,
84,1512133061.218918,,,,,,
85,uu,,,,,,
86,znfeuo,,,,,,
87,5,,,,,,
88,"[[ 0.  1.  2.  3.  4.  5.  6.]
 [ 1.  1.  2.  3.  4.  4.  5.]
 [ 2.  2.  2.  3.  4.  4.  5.]]",,,,,,
89,0.0058248043060302734,,,,,,
90,1512133061.23414,,,,,,
91,rh,,,,,,
92,vvtwutp,,,,,,
93,7,,,,,,
94,"[[ 0.  1.  2.  3.  4.  5.  6.  7.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.]]",,,,,,
95,0.003412961959838867,,,,,,
96,1512133061.246554,,,,,,
97,lb,,,,,,
98,ctafvisa,,,,,,
99,8,,,,,,
100,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  8.]]",,,,,,
101,0.003928184509277344,,,,,,
102,1512133061.265684,,,,,,
103,hw,,,,,,
104,tnplneuzm,,,,,,
105,9,,,,,,
106,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  8.  9.]]",,,,,,
107,0.005724191665649414,,,,,,
108,1512133061.284697,,,,,,
109,qta,,,,,,
110,t,,,,,,
111,2,,,,,,
112,"[[ 0.  1.]
 [ 1.  1.]
 [ 2.  1.]
 [ 3.  2.]]",,,,,,
